0,1,2
Img_047_20200627_190100.jpg,"[[983.46902655 629.95575221  79.37253933]
 [787.09708738 634.80582524  79.37253933]
 [987.11650485 825.33980583  79.37253933]
 [793.10576923 831.78846154  79.37253933]]",0.98
Img_047_20200627_200100.jpg,"[[987.50413223 825.52066116  79.37253933]
 [787.88695652 634.54782609  79.37253933]
 [794.01980198 831.37623762  79.37253933]
 [984.05263158 629.37894737  79.37253933]]",0.98
Img_047_20200627_210100.jpg,"[[988.03539823 825.46017699  79.37253933]
 [788.02777778 634.9537037   79.37253933]
 [794.5        831.5         79.37253933]
 [984.44303797 629.34177215  79.37253933]]",0.98
Img_047_20200627_220100.jpg,"[[988.1559633  825.30275229  79.37253933]
 [788.05154639 634.5257732   79.37253933]
 [794.30681818 831.40909091  79.37253933]
 [984.10606061 629.59090909  79.37253933]]",0.98
Img_047_20200627_230100.jpg,"[[787.9047619  634.0952381   79.37253933]
 [987.29245283 824.81132075  79.37253933]
 [793.76344086 830.60215054  79.37253933]
 [984.09333333 629.09333333  79.37253933]]",0.98
Img_047_20200628_000100.jpg,"[[787.13333333 634.16190476  79.37253933]
 [793.45263158 831.13684211  79.37253933]
 [987.07619048 825.07619048  79.37253933]
 [983.6744186  629.38372093  79.37253933]]",0.98
Img_047_20200628_010100.jpg,"[[988.05825243 825.33009709  79.37253933]
 [787.60377358 634.5         79.37253933]
 [794.45360825 830.95876289  79.37253933]
 [984.55555556 629.02469136  79.37253933]]",0.98
Img_047_20200628_020100.jpg,"[[987.87610619 825.46017699  79.37253933]
 [787.92727273 634.76363636  79.37253933]
 [794.05263158 831.37894737  79.37253933]
 [984.55555556 628.96296296  79.37253933]]",0.98
Img_047_20200628_030100.jpg,"[[787.1443299  634.45360825  79.37253933]
 [987.         825.09708738  79.37253933]
 [793.34939759 830.65060241  79.37253933]
 [983.30136986 628.97260274  79.37253933]]",0.98
Img_047_20200628_040100.jpg,"[[987.12037037 824.96296296  79.37253933]
 [787.06422018 634.09174312  79.37253933]
 [793.44859813 830.52336449  79.37253933]
 [983.47311828 628.77419355  79.37253933]]",0.98
Img_047_20200628_050100.jpg,"[[987.58       825.09        79.37253933]
 [787.5        634.32608696  79.37253933]
 [793.92134831 830.70786517  79.37253933]
 [984.09090909 628.75324675  79.37253933]]",0.98
Img_047_20200628_060100.jpg,"[[787.0990099  634.34653465  79.37253933]
 [793.44444444 831.14141414  79.37253933]
 [983.00990099 629.73267327  79.37253933]
 [987.28723404 825.36170213  79.37253933]]",0.98
Img_047_20200628_070100.jpg,"[[793.46236559 831.37634409  79.37253933]
 [983.5        629.89583333  79.37253933]
 [787.37362637 634.53846154  79.37253933]
 [987.5        825.77777778  79.37253933]]",0.98
Img_047_20200628_090100.jpg,"[[793.98058252 831.24271845  79.37253933]
 [787.63736264 634.54945055  79.37253933]
 [983.67391304 629.5         79.37253933]
 [987.76344086 825.39784946  79.37253933]]",0.98
Img_047_20200628_100100.jpg,"[[794.08737864 831.16504854  79.37253933]
 [787.71875    634.35416667  79.37253933]
 [983.86734694 629.28571429  79.37253933]
 [988.05494505 825.25274725  79.37253933]]",0.98
Img_047_20200628_110100.jpg,"[[794.58415842 831.18811881  79.37253933]
 [984.45054945 629.63736264  79.37253933]
 [788.23157895 634.38947368  79.37253933]
 [988.92553191 825.36170213  79.37253933]]",0.98
Img_047_20200628_120100.jpg,"[[796.0952381  831.0952381   79.37253933]
 [789.92079208 634.15841584  79.37253933]
 [986.25842697 629.4494382   79.37253933]
 [990.40860215 825.07526882  79.37253933]]",0.98
Img_047_20200628_130100.jpg,"[[988.5        629.5         79.37253933]
 [791.97115385 634.04807692  79.37253933]
 [798.15238095 831.          79.37253933]
 [992.47368421 825.05263158  79.37253933]]",0.98
Img_047_20200628_140100.jpg,"[[991.13461538 629.13461538  79.37253933]
 [795.26732673 634.00990099  79.37253933]
 [801.5257732  831.05154639  79.37253933]
 [995.4787234  824.91489362  79.37253933]]",0.98
Img_047_20200628_150100.jpg,"[[804.90654206 831.          79.37253933]
 [798.56190476 634.13333333  79.37253933]
 [994.96078431 629.29411765  79.37253933]
 [999.15238095 825.          79.37253933]]",0.98
Img_047_20200628_160100.jpg,"[[ 811.18627451  831.1372549    79.37253933]
 [ 805.04716981  634.02830189   79.37253933]
 [1001.5         629.           79.37253933]
 [1005.90909091  825.06060606   79.37253933]]",0.98
Img_047_20200628_170100.jpg,"[[1006.59090909  629.08181818   79.37253933]
 [ 816.80769231  830.96153846   79.37253933]
 [1010.93203883  825.00970874   79.37253933]
 [ 810.77570093  634.14953271   79.37253933]]",0.98
Img_047_20200628_180100.jpg,"[[ 819.21568627  831.00980392   79.37253933]
 [1009.32653061  629.09183673   79.37253933]
 [ 813.22222222  633.83838384   79.37253933]
 [1013.46391753  824.77319588   79.37253933]]",0.98
